Topic,Characteristic,Note,Total,Men+,Women+,Total.1,Men+.1,Women+.1,Total.2,Men+.2,Women+.2,Total.3,Men+.3,Women+.3,Total.4,Men+.4,Women+.4,Total.5,Men+.5,Women+.5,Total.6,Men+.6,Women+.6,Total.7,Men+.7,Women+.7,Total.8,Men+.8,Women+.8,Total.9,Men+.9,Women+.9,Total.10,Men+.10,Women+.10,Total.11,Men+.11,Women+.11
34,Economic family after-tax income decile group - The economic family income decile group provides a rough ranking of the economic situation of a person based on his or her relative position in the Canadian distribution of the adjusted after-tax income of economic families for all persons in private households.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,The Gini coefficient  or Gini index  is a measure of inequality that indicates how equally income is distributed for a given population. It measures how much an income distribution deviates from perfect equality. Values of the Gini coefficient can range from 0 to 1. A value of 0 indicates that income is equally divided among the population  with all units receiving exactly the same amount of income. At the opposite extreme  a Gini coefficient of 1 denotes a perfectly unequal distribution  where one unit has all of the income in the economy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Knowledge of official languages refers to whether the person can conduct a conversation in English only  French only  in both or in neither language. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,First official language spoken refers to the first official language (English or French) spoken by the person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Mother tongue refers to the first language learned at home in childhood and still understood by the person at the time the data was collected. If the person no longer understands the first language learned  the mother tongue is the second language learned. For a person who learned more than one language at the same time in early childhood  the mother tongue is the language this person spoke most often at home before starting school. The person has more than one mother tongue only if they learned these languages at the same time  and still understands them. For a child who has not yet learned to speak  the mother tongue is the language spoken most often to this child at home. A child who has not yet learned to speak has more than one mother tongue only if these languages are spoken to them equally often so that the child learns these languages at the same time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Users should be aware that estimates associated with Indigenous languages are more affected than most by the incomplete enumeration of certain reserves and settlements in the Census of Population.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,All languages spoken at home refers to all languages that the person speaks at home on a regular basis at the time of data collection.n.i.e. = not included elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Language spoken most often at home refers to the language the person speaks most often at home at the time of data collection. A person can report more than one language as ""spoken most often at home"" if the languages are spoken equally often.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Other language(s) spoken regularly at home refers to the language(s)  if any  that the person speaks at home on a regular basis at the time of data collection  other than the language(s) they speak most often at home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Knowledge of official languages refers to whether the person can conduct a conversation in English only  French only  in both or in neither language. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Users should be aware that the estimates associated with this variable are more affected than most by the incomplete enumeration of certain reserves and settlements in the Census of Population.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,This category includes persons who identify as First Nations (North American Indian)  Métis and/or Inuk (Inuit) and/or those who report being Registered or Treaty Indians (that is  registered under the Indian Act of Canada)  and/or those who report having membership in a First Nation or Indian band.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,This category includes persons who identify as only one Indigenous group  that is First Nations (North American Indian)  Métis or Inuk (Inuit).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,This category includes persons who identify as any two or all three of the following: First Nations (North American Indian)  Métis and/or Inuk (Inuit).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,This category includes persons who do not identify as First Nations (North American Indian)  Métis or Inuk (Inuit) but who report having Registered or Treaty Indian status and/or Membership in a First Nation or Indian band.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Registered or Treaty Indian status refers to whether or not a person is a Registered or Treaty Indian. Registered Indians are persons who are registered under the Indian Act of Canada. Treaty Indians are persons who belong to a First Nation or Indian band that signed a treaty with the Crown. Registered or Treaty Indians are sometimes also called Status Indians.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Tenure refers to whether the household owns or rents their private dwelling. The private dwelling may be situated on rented or leased land or be part of a condominium. A household is considered to own their dwelling if some member of the household owns the dwelling even if it is not fully paid for  for example if there is a mortgage or some other claim on it. A household is considered to rent their dwelling if no member of the household owns the dwelling. A household is considered to rent that dwelling even if the dwelling is provided without cash rent or at a reduced rent  or if the dwelling is part of a cooperative.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Condominium status refers to whether the private dwelling is part of a condominium development. A condominium is a residential complex in which dwellings are owned individually while land and common elements are held in joint ownership with others.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Bedrooms refers to rooms in a private dwelling that are designed mainly for sleeping purposes even if they are now used for other purposes  such as guest rooms and television rooms. Also included are rooms used as bedrooms now  even if they were not originally built as bedrooms  such as bedrooms in a finished basement. Bedrooms exclude rooms designed for another use during the day such as dining rooms and living rooms even if they may be used for sleeping purposes at night. By definition  one-room private dwellings such as bachelor or studio apartments have zero bedrooms.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Rooms refers to enclosed areas within a private dwelling which are finished and suitable for year round living. The number of rooms in a private dwelling includes kitchens  bedrooms and finished rooms in the attic or basement. The number of rooms in a private dwelling excludes bathrooms  halls  vestibules and rooms used solely for business purposes. Partially divided rooms are considered to be separate rooms if they are considered as such by the respondent (e.g.  L-shaped dining-room and living-room arrangements).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Number of persons per room - Refers to an indicator of the level of crowding in a private dwelling. It is calculated by dividing the number of persons in the household by the number of rooms in the dwelling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Housing suitability refers to whether a private household is living in suitable accommodations according to the National Occupancy Standard (NOS); that is  whether the dwelling has enough bedrooms for the size and composition of the household. A household is deemed to be living in suitable accommodations if its dwelling has enough bedrooms  as calculated using the NOS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Period of construction refers to the period in time during which the building or dwelling was originally constructed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Includes data up to May 11  2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Dwelling condition refers to whether the dwelling is in need of repairs. This does not include desirable remodelling or additions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Refers to whether or not a person residing in the household is responsible for paying the rent  or the mortgage  or the taxes  or the electricity or other services or utilities. Where a number of people may contribute to the payments  more than one person in the household may be identified as a household maintainer. If no person in the household is identified as making such payments  the reference person is identified by default.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Primary household maintainer - The first person in the household identified as someone who pays the rent  or the mortgage  or the taxes  or the electricity or other services or utilities for the dwelling. When more than one member of the household contributes to the payments  the first person listed is chosen as the primary household maintainer. If no person in the household is identified as making any such payments  the first person listed is selected by default.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Shelter-cost-to-income ratio - Refers to the proportion of average total income of household which is spent on shelter costs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Acceptable housing refers to whether a household meets each of the three indicator thresholds established by the Canada Mortgage and Housing Corporation for housing adequacy  suitability and affordability.Housing indicator thresholds are defined as follows:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Core housing need refers to whether a private household's housing falls below at least one of the indicator thresholds for housing adequacy  affordability or suitability  and would have to spend 30% or more of its total before-tax income to pay the median rent of alternative local housing that is acceptable (attains all three housing indicator thresholds). Housing indicator thresholds are defined as follows: Adequate housing is reported by their residents as not requiring any major repairs. Affordable housing has shelter costs equal to less than 30% of total before-tax household income. Suitable housing has enough bedrooms for the size and composition of resident households according to the National Occupancy Standard (NOS)  conceived by the Canada Mortgage and Housing Corporation and provincial and territorial representatives. Only private  non-farm  non-reserve and owner- or renter-households with incomes greater than zero and shelter-cost-to-income ratios less than 100% are assessed for 'core housing need.' Non-family households with at least one maintainer aged 15 to 29 attending school are considered not to be in 'core housing need' regardless of their housing circumstances. Attending school is considered a transitional phase  and low incomes earned by student households are viewed as being a temporary condition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Presence of mortgage payments refers to whether an owner household makes regular mortgage or loan payments for their dwelling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Shelter cost refers to the average monthly total of all shelter expenses paid by households.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Value (owner estimated) refers to the dollar amount expected by the owner if the asset were to be sold.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Subsidized housing refers to whether a renter household lives in a dwelling that is subsidized. Subsidized housing includes rent geared to income  social housing  public housing  government-assisted housing  non-profit housing  rent supplements and housing allowances.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Indigenous ancestry' refers to whether a person has ancestry associated with the Indigenous peoples of Canada  that is  First Nations (North American Indian)  Métis  and/or Inuit. Aboriginal peoples (referred to here as Indigenous peoples) of Canada are defined in the Constitution Act  1982  Section 35 (2) as including the Indian  Inuit and Métis peoples of Canada. The term 'Aboriginal' has been replaced with the updated term of 'Indigenous' when referring to individuals who identify themselves as First Nations people  Métis and/or Inuit. Ancestry refers to the ethnic or cultural origins of the person's ancestors  an ancestor being usually more distant than a grandparent. A person can have more than one ethnic or cultural origin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Indigenous ancestry (only)' includes persons who have First Nations (North American Indian)  Métis and/or Inuit ancestry. It excludes persons with non-Indigenous ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Single Indigenous ancestry (only)' includes persons who have only one of First Nations (North American Indian)  Métis or Inuit ancestry. It excludes persons with non-Indigenous ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Multiple Indigenous ancestries (only)' includes persons who have two or more of First Nations (North American Indian)  Métis and Inuit ancestries. It excludes persons with non-Indigenous ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Indigenous and non-Indigenous ancestries' includes persons who have First Nations (North American Indian)  Métis and/or Inuit ancestry  as well as non-Indigenous ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Single Indigenous and non-Indigenous ancestries' includes persons who have First Nations (North American Indian)  Métis or Inuit ancestry  as well as non-Indigenous ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Multiple Indigenous and non-Indigenous ancestries' includes persons who have two or more of First Nations (North American Indian)  Métis and Inuit ancestries  as well as non-Indigenous ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Non-Indigenous ancestry (only)' includes persons who have non-Indigenous ancestry only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Citizenship' refers to the country where the person has citizenship. A person may have more than one citizenship. A person may be stateless  that is  they may have no citizenship. Citizenship can be by birth or naturalization.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Canadian citizens' includes persons who are citizens of Canada only and persons who are citizens of Canada and at least one other country.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Not Canadian citizens' includes persons who are not citizens of Canada. They may be citizens of one or more other countries. Persons who are stateless are included in this category.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Immigrant status' refers to whether the person is a non-immigrant  an immigrant or a non-permanent resident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Non-immigrants' includes persons who are Canadian citizens by birth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Immigrants' includes persons who are  or who have ever been  landed immigrants or permanent residents. Such persons have been granted the right to live in Canada permanently by immigration authorities. Immigrants who have obtained Canadian citizenship by naturalization are included in this category. In the 2021 Census of Population  'Immigrants' includes immigrants who were admitted to Canada on or prior to May 11  2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Includes immigrants who were admitted to Canada on or prior to May 11  2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Non-permanent residents' includes persons from another country with a usual place of residence in Canada and who have a work or study permit or who have claimed refugee status (asylum claimants). Family members living with work or study permit holders are also included  unless these family members are already Canadian citizens  landed immigrants or permanent residents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Age at immigration' refers to the age at which an immigrant first obtained landed immigrant or permanent resident status.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Immigrant' refers to a person who is  or who has ever been  a landed immigrant or permanent resident. Such a person has been granted the right to live in Canada permanently by immigration authorities. Immigrants who have obtained Canadian citizenship by naturalization are included in this group. In the 2021 Census of Population  'Immigrants' includes immigrants who were admitted to Canada on or prior to May 11  2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Serbia excludes Kosovo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,The official name of United Kingdom is United Kingdom of Great Britain and Northern Ireland. United Kingdom includes Scotland  Wales  England and Northern Ireland (excludes Isle of Man  the Channel Islands and British Overseas Territories).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,The official name of Iran is Islamic Republic of Iran.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,The official name of Syria is Syrian Arab Republic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,China excludes Hong Kong and Macao.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,The full name of Hong Kong is the Hong Kong Special Administrative Region of China.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,The official name of South Korea is Republic of Korea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,The category 'Oceania and other' includes places of birth in Oceania and responses not included elsewhere  such as 'born at sea.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Recent immigrant' refers to an immigrant who first obtained his or her landed immigrant or permanent resident status between January 1  2016 and May 11  2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,The official name of Venezuela is Bolivarian Republic of Venezuela.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Ireland is also referred to as Republic of Ireland.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,The full name of Sudan is the Republic of the Sudan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,The category 'Other places of birth' includes other places of birth in Oceania and responses not included elsewhere  such as 'born at sea.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Generation status' refers to whether or not the person or the person's parents were born in Canada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,First generation' includes persons who were born outside Canada. For the most part  these are people who are now  or once were  immigrants to Canada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Second generation' includes persons who were born in Canada and had at least one parent born outside Canada. For the most part  these are the children of immigrants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Third generation or more' includes persons who were born in Canada with all parents born in Canada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
